title,location,region,stars,amenities,start price,end price,total normalised rating,total rating,total count,total very positive rating count,total positive rating count,total negative rating count,total very negative rating count,total very positive reviews,total positive reviews,total negative reviews,total very negative reviews,location rating,location count,location very positive rating count,location positive rating count,location negative rating count,location very negative rating count,location very positive reviews,location positive reviews,location negative reviews,location very negative reviews,room rating,room count,room very positive rating count,room positive rating count,room negative rating count,room very negative rating count,room very positive reviews,room positive reviews,room negative reviews,room very negative reviews,food rating,food count,food very positive rating count,food positive rating count,food negative rating count,food very negative rating count,food very positive reviews,food positive reviews,food negative reviews,food very negative reviews,service rating,service count,service very positive rating count,service positive rating count,service negative rating count,service very negative rating count,service very positive reviews,service positive reviews,service negative reviews,service very negative reviews,cleanliness rating,cleanliness count,cleanliness very positive rating count,cleanliness positive rating count,cleanliness negative rating count,cleanliness very negative rating count,cleanliness very positive reviews,cleanliness positive reviews,cleanliness negative reviews,cleanliness very negative reviews,count,error percentage
The International by Tunga,"B-11 MIDC Central Road, Andheri East, 400093, India", Andheri East,3,"Restaurant, Room Service, Bar/Lounge, Free Parking, Free High Speed Internet ( WiFi )",3887,5552,6.866666667,6.367634459,37,5,21,11,0,"['great food always a winner', 'rooms are nice and clean', 'staff is very good and food is awesome', 'my stay was nice and memorable', 'recommended']","['rooms were clean , bathroom was acceptable for this price range', 'everything was incredible', 'value for money with excellent logistical connectivity , more or less in the heart of mumbai business center', 'thanks ,', 'ambience makes one really', 'i had stayed there for my official work with my business partners', 'the food served by the hotel was nice', 'the stay was truly worth for money', 'we stayed in tunga international for six nights as it was the most price effective amongst its class', 'rooms were clean and nice', 'overall a good stay here', 'hotel is convenient , rooms are good as compare to mumbais other hotel', 'good option to adopt', 'it was close to airport as well', 'billing process was timely', 'nice view was nil from the room', 'booking and front office was cordial', 'rooms were neat and clean', 'it was a relaxed holiday with my colleagues in december ,', 'hotel is actually a budget hotel', 'rooms dining is also available and buffet lunch is sumptuous']","['stayed at tunga international on dec st', 'hot water was a problem as only luke warm water came', 'morning', 'cheers to tunga keep going', 'but what we experienced is totally unbelievable', 'this was my second stay at tunga', 'breakfast is not up to the mark and staff in not very courteous', 'this hotel is at a prime location near seepz , andherie', 'staff service , housekeeping and other things were fine there , not much issue there', 'veg and nonveg all varieties were available', 'rooms are small and location wise a problem']",[],5.736775,3,0,1,2,0,[],['nice view was nil from the room'],"['this hotel is at a prime location near seepz , andherie', 'rooms are small and location wise a problem']",[],5.814394444,9,0,8,1,0,[],"['rooms were clean , bathroom was acceptable for this price range', 'rooms were clean and nice', 'rooms are nice and clean', 'hotel is convenient , rooms are good as compare to mumbais other hotel', 'rooms were neat and clean', 'hotel is actually a budget hotel', 'rooms are small and location wise a problem', 'rooms dining is also available and buffet lunch is sumptuous']",['nice view was nil from the room'],[],6.43233,5,0,5,0,0,[],"['great food always a winner', 'the food served by the hotel was nice', 'staff is very good and food is awesome', 'breakfast is not up to the mark and staff in not very courteous', 'rooms dining is also available and buffet lunch is sumptuous']",[],[],5.85325,3,1,1,1,0,['staff is very good and food is awesome'],"['staff service , housekeeping and other things were fine there , not much issue there']",['breakfast is not up to the mark and staff in not very courteous'],[],6.99871875,4,1,3,0,0,['rooms are nice and clean'],"['rooms were clean , bathroom was acceptable for this price range', 'rooms were clean and nice', 'rooms were neat and clean']",[],[],122,8
ibis Mumbai Airport,"Plot No F 77 Ville Parle East, Junction of Nehru Road, Western Express Highway, 400099, India", Western Express Highway,3,"Restaurant, Bar/Lounge, Free High Speed Internet ( WiFi ), Room Service, Free Parking, Free Breakfast",5059,7650,6.909549038,6.238059677,31,4,18,8,1,"['it was a great experience', 'just loved it', 'the room sizes are ok and the service is good', 'rooms are decent and service is also good']","['this is quite a good option for airport stopovers and short breaks', 'he ensures that all the customers in', 'the location is perfect if u r looking at access to suburbs of mumbai', 'and a flight to catch considering the traffic in the city', 'room service', 'the rooms are neat and clean', 'the tikkas were very good', 'the overall all experience was excellent', 'located very close to airport', 'tariff pretty steep and recommended for those using the airport', 'the ibis hotel thought the good part is the location which is in within the city and very near to andheri and domestic airport', 'it was an official trip with my colleagues', 'the quality of the food was satisfactory', 'the hotel is a chain of hotel with decent name and the service standard are good and one can opt for short stay definitely', 'washroom and the linen were also neat and clean', 'economical and not a burden on your pocket', 'very very close to the airport and have free transport to the airport', 'i will stay here again for business trips']","['its great for business travelers with unlimited budgets , but in general not worth it', 'thats not good customer', 'one revision which i want is about rates', 'the dessert was yummy', 'very convenient for transit passengers', 'water bottle provided are not enough', 'proximity to vile parle railway station', 'consider it for business trips only']","['the room was comfortable and , considering the room looked on to a lane highway and the hotel very close to the domestic airport , there was no external noise']",5.938975,2,0,2,0,0,[],"['the location is perfect if u r looking at access to suburbs of mumbai', 'the ibis hotel thought the good part is the location which is in within the city and very near to andheri and domestic airport']",[],[],5.7067,8,0,5,3,0,[],"['the location is perfect if u r looking at access to suburbs of mumbai', 'the rooms are neat and clean', 'the quality of the food was satisfactory', 'washroom and the linen were also neat and clean', 'rooms are decent and service is also good']","['the room was comfortable and , considering the room looked on to a lane highway and the hotel very close to the domestic airport , there was no external noise', 'room service', 'the room sizes are ok and the service is good']",[],6.63265,1,0,1,0,0,[],['the quality of the food was satisfactory'],[],[],7.129633333,3,2,1,0,0,"['the room sizes are ok and the service is good', 'rooms are decent and service is also good']",['room service'],[],[],7.7555125,2,1,1,0,0,['the rooms are neat and clean'],['washroom and the linen were also neat and clean'],[],[],112,24
La Maison Service Apartments,"Gagangiri Apartments, Parleshwar Road, Opp. Mukesh Patel Hall, Vile Parle (East), 400057, India", Vile Parle (East),3,"Mid-range, Apartment, Room Service, Free Internet",4689,5676,6.91968125,6.172436957,23,3,12,7,1,"['wifi was consistent and security was very good', 'rooms are neat and clean with all modern amenities including free wify', 'it was a great experience']","['very clean room and air conditioning was good', 'generally i thought it was good quality for the price', 'most importantly the modular kitchen is well equipped', 'hi', 'i stayed here almost for months and believe me its been a great experience to be here', 'neat , tidy , aesthetically designed well managed service apt', 'he doesnt always get to stay in the most comfortable conditions when he visits a new city', 'but he was so happy when he went', 'everything was perfect', 'my friends and i wanted to visit mumbai over the weekend', 'it was indeed all true', 'the rooms where just perfect , clean and tidy along with']","['i am a frequent traveler', 'in and around the suburban buzz of vileparle , mumbai', 'it is an old apartment building and they are having individual flatsapartments inside the builiding', 'note there is no outer look of the', 'hes someone who is always travelling due to work', 'i had fixed in my mind that i will visit lamaison only', 'i had come down to mumbai for a month because of business purposes']",['our family highly disappointed after seeing the old style building'],NA,0,0,0,0,0,[],[],[],[],5.503791667,3,0,2,1,0,[],"['rooms are neat and clean with all modern amenities including free wify', 'the rooms where just perfect , clean and tidy along with']",['very clean room and air conditioning was good'],[],NA,0,0,0,0,0,[],[],[],[],6.311575,1,0,1,0,0,[],"['neat , tidy , aesthetically designed well managed service apt']",[],[],7.2834625,4,1,3,0,0,['rooms are neat and clean with all modern amenities including free wify'],"['very clean room and air conditioning was good', 'neat , tidy , aesthetically designed well managed service apt', 'the rooms where just perfect , clean and tidy along with']",[],[],47,44
Hotel Arma Residency,"Next to Gundecha Onclave,, Kherani Road, Sakinaka, 400072, India", Sakinaka,1,"Room Service, Free Parking, Free High Speed Internet ( WiFi )",1357,2776,6.936303333,5.904808333,24,4,8,12,0,"['enjoy', 'this reflects well on them and it shows me that they must be honest', 'nice foods and very comfort rooms', 'you can stay here on a very best rate']","['once i did this , it was fine', 'helping stuff', 'clean rooms', 'payment was in advance by credit card', 'i have', 'the rooms are clean and neat', 'the rooms are clean and neat', 'this is good for individual business and corporate executive who visit the city for one or two night']","['me and my wife were travelling from bangalore to mumbai and decided to stay at arma residency', 'we had a flight to siliguri after two days and had booked at arma for a single night', 'paints are gone off', 'conclusion not at all recommended for even one night stay , unless you want', 'but dont ask the stuff to arrange taxis', 'u go ahead and do it bcoz in mumbai taxis are cheap', 'the rooms were actually quite nice but the hotel itself really sucks big scale', 'the are around looks like shortly after second world war', 'the hotel has two categories of rooms , standard and deluxe', 'it is located very near to the railway station and hence well connected to the whole city', 'the food quality was awesome and they given the luxurious rooms', 'this is also near from airport']",[],NA,0,0,0,0,0,[],[],[],[],5.604714286,7,0,6,1,0,[],"['clean rooms', 'the rooms were actually quite nice but the hotel itself really sucks big scale', 'nice foods and very comfort rooms', 'the food quality was awesome and they given the luxurious rooms', 'the rooms are clean and neat', 'the rooms are clean and neat']","['the hotel has two categories of rooms , standard and deluxe']",[],6.3298,2,0,1,1,0,[],['nice foods and very comfort rooms'],['the food quality was awesome and they given the luxurious rooms'],[],NA,0,0,0,0,0,[],[],[],[],7.425475,3,0,3,0,0,[],"['clean rooms', 'the rooms are clean and neat', 'the rooms are clean and neat']",[],[],63,0
The Ontime Hotel,"Sai Raj Building, Near Venus Juipter Complex, 400053, India", Near Venus Juipter Complex,NA,"Free Breakfast, Free Parking, Room Service, Free Parking, Restaurant, Free High Speed Internet ( WiFi ), Free Breakfast",3331,7280,6.959113043,6.259726724,29,7,11,11,0,"['we had a wonderful time and our guests were looked after', 'god bless you and we shall surely recommend you to our friends', 'apartments are clean and services are good', 'food was fresh and good', 'apartments are clean and services are good', 'food was fresh and good', 'our stay was very good']","['special thanks to mrs', 'very well connected to highwy', 'airpirt', 'overall my experience was very nice and stay was comfortable', 'overall my experience was very nice and stay was comfortable', 'so i give hundread percent', 'good break fast', 'limited menu but good in taste', 'can stay with family also', 'the support provided by them was excellent', 'the employees']","['surti and karan surti who were good hosts to our people', 'not', 'stayed for nights in july for business in mumbai', 'very prompt replies to all emails', 'home away from home', 'completely value for money that u pay', 'n no doubt its luxurious bt it suites to our budget also', 'about an hour from mumbai central , and bandra is around minutes away', 'only thing that could have made this stay better would have been a pool', 'clean rooms and bathroom , hot water was unavailable', 'as a result the the two day process went off in a smooth manner']",[],NA,0,0,0,0,0,[],[],[],[],5.50935,1,0,1,0,0,[],"['clean rooms and bathroom , hot water was unavailable']",[],[],5.5,2,0,2,0,0,[],"['food was fresh and good', 'food was fresh and good']",[],[],7.3368,2,0,2,0,0,[],"['apartments are clean and services are good', 'apartments are clean and services are good']",[],[],7.422625,5,2,3,0,0,"['food was fresh and good', 'food was fresh and good']","['apartments are clean and services are good', 'apartments are clean and services are good', 'clean rooms and bathroom , hot water was unavailable']",[],[],58,20
Aura Grande,"Plot No. 34/21, Central Road, MIDC, Andheri (East), 400 093, India", Andheri (East),3.5,"Room Service, Free Parking, Restaurant, Bar/Lounge",4195,7650,7.048973864,6.232375,31,7,13,11,0,"['a very enjoyable stay', 'lifts are decent , try to stay in the top floor', 'tried out aura grand this time on my colleagues recommendation and it turned out to be a good experience', 'the staff are courteous and helpful and the food is good', 'rooms and bathrooms are good and are kept very clean', 'wonderful hotel so nicely designed , staff are so helpful', 'wonderful security system']","['it is well located , as it is closed to airport', 'tariff is rationale', 'start from free airport pickup till the airport drop', 'stayed here for one night', 'location of the hotel is very good bang within midc , and quite close to the airport which saves you time ,', 'the rooms and bathrooms are very clean', 'checkout and checkin was done on time', 'the appearance was average', 'it was an official trip', 'the bedding is very comfortable the next day , after a breakfast buffet , a car took us to the domestic airport , this transfer was also free', 'hotel has good lobby and staffs were friendly', 'the hotel is located in the midc area and is close to major office locations and also the airport', 'the hotel has good spacious rooms starting from inr nine thousand rupees']","['has no value for the time of the traveler', 'completely messed up on airport transfers', 'made to wait for minutes outside the airport before they sent one after calling them up', 'the night before they guided me that keeping a safe', 'they promise you x , y and z and you are provided with x , y and z', 'i was here for two days in december and all i needed', 'everything went on smoothly', 'we did an business event here in the month of november', 'room keycard was lost by the staff and they were not able to explain the reasons for the same', 'we ordered the grilled chicken and the chicken charmoulah both of which were very well cooked', 'it was valued for the money']",[],5.8715875,2,0,2,0,0,[],"['location of the hotel is very good bang within midc , and quite close to the airport which saves you time ,', 'the hotel is located in the midc area and is close to major office locations and also the airport']",[],[],5.799865,5,0,4,1,0,[],"['the rooms and bathrooms are very clean', 'rooms and bathrooms are good and are kept very clean', 'the bedding is very comfortable the next day , after a breakfast buffet , a car took us to the domestic airport , this transfer was also free', 'the hotel has good spacious rooms starting from inr nine thousand rupees']",['room keycard was lost by the staff and they were not able to explain the reasons for the same'],[],7.7555625,2,1,1,0,0,['the staff are courteous and helpful and the food is good'],"['the bedding is very comfortable the next day , after a breakfast buffet , a car took us to the domestic airport , this transfer was also free']",[],[],5.544775,4,0,2,2,0,[],"['hotel has good lobby and staffs were friendly', 'wonderful hotel so nicely designed , staff are so helpful']","['room keycard was lost by the staff and they were not able to explain the reasons for the same', 'the staff are courteous and helpful and the food is good']",[],7.80755,2,1,1,0,0,['rooms and bathrooms are good and are kept very clean'],['the rooms and bathrooms are very clean'],[],[],87,49
Hotel Planet Plaza,"Andheri Kurla Road, Opp Mukund Nagar Hospital, Marol, 400059, India", Marol,2.5,"Room Service, Free Parking, Free High Speed Internet ( WiFi )",1727,2283,7.055775,6.236011765,17,3,9,4,1,"['this hotel management and the staffs are friendly and their service is exceptionally good', 'great service , neat and clean', 'good to stay with family and friends']","['auto and', 'thanks', 'u can easy', 'they even dont speak humbly with their guests', 'they even speak loudly with their guest if guest is asking for something different', 'good for couples and family also', 'nathan', 'first time i reach to mumbai , stayng nights hotel planet plaza , lovely experience to me and wife', 'very clean and very supporting staff']","['highlights cleanly maintained budget hotel', 'food facility is not available', 'middle class people may stay in planet plaza during their mumbai visit', 'i stayed there for times till now and did not have any complain']",['its was the worst experience of my life'],NA,0,0,0,0,0,[],[],[],[],4.94155,2,0,1,1,0,[],['food facility is not available'],"['first time i reach to mumbai , stayng nights hotel planet plaza , lovely experience to me and wife']",[],5.5,1,0,1,0,0,[],['food facility is not available'],[],[],6.5017,3,1,2,0,0,"['great service , neat and clean']","['this hotel management and the staffs are friendly and their service is exceptionally good', 'very clean and very supporting staff']",[],[],6.871383333,3,1,2,0,0,"['great service , neat and clean']","['highlights cleanly maintained budget hotel', 'very clean and very supporting staff']",[],[],53,60
Hotel Aircraft International,"179, Dayaldas Road, Off. Western Express Highway, VileParle(East), 400057, India", VileParle(East),2,"Room Service, Free Parking, Free High Speed Internet ( WiFi )",2838,3825,7.096394444,6.034817647,34,5,15,14,0,"['i really enjoyed a lot and had fun here during my ooty visit', 'aircraft international hotel was really good , because of an indian i selected indian food , the quality of food was very good and it was available on affordable price', 'my personal suggestion to everyone is to go there and enjoy', 'i would you share my holiday trip experience', 'the rooms were quite good , well cleaned and the bed was good and soft']","['it served its purpose nicely for that', 'good airport drop', 'convenient location of the hotel', 'had a wonderful stay there', 'rooms were neat and it was a good stay', 'i stayed there for two days', 'next day i got a better one', 'km away', 'overall experience was best', 'must visit', 'i had an awesome experience', 'highly recommended', 'hotel was good but the rooms were very small', 'the the bathroom was clean and large', 'the the bathroom was clean and large']","['we stayed here one night waiting for our flight', 'they dont preorhanize pickups , but showed up quick when we called them upon arrival from previous flight', 'free pick up and drop off included in our payment', 'hotel dont have a restaurant but they do deliver from nearby hotels and chinese which we ordered was amazing', 'they offer a free pickup and drop at the airport so its very convenient especially if you are travelling alone and dont fancy something too posh', 'i deeply suggest to my all', 'very near to domestic airport', 'restaurant is not there in the hotel though different other restaurants are nearby', 'the food served by the hotel was awesome', 'the food served by the hotel was awesome', 'thank you so much to make my trip a memorablei was stayed in sep', 'easy access to railway station , airport , travels and shopping area', 'market and shopping are at walkable distance', 'the rooms were quite of ok size , they were cleaned and the bed was good']",[],5.23045,2,0,1,1,0,[],['convenient location of the hotel'],"['easy access to railway station , airport , travels and shopping area']",[],6.03005,7,0,6,1,0,[],"['rooms were neat and it was a good stay', 'easy access to railway station , airport , travels and shopping area', 'hotel was good but the rooms were very small', 'the rooms were quite good , well cleaned and the bed was good and soft', 'the the bathroom was clean and large', 'the the bathroom was clean and large']","['the rooms were quite of ok size , they were cleaned and the bed was good']",[],6.032725,5,1,4,0,0,"['aircraft international hotel was really good , because of an indian i selected indian food , the quality of food was very good and it was available on affordable price']","['hotel dont have a restaurant but they do deliver from nearby hotels and chinese which we ordered was amazing', 'restaurant is not there in the hotel though different other restaurants are nearby', 'the food served by the hotel was awesome', 'the food served by the hotel was awesome']",[],[],NA,0,0,0,0,0,[],[],[],[],5.879615,5,0,4,1,0,[],"['rooms were neat and it was a good stay', 'the rooms were quite good , well cleaned and the bed was good and soft', 'the the bathroom was clean and large', 'the the bathroom was clean and large']","['the rooms were quite of ok size , they were cleaned and the bed was good']",[],99,6
Travel Inn,NA,NA,NA,,NA,NA,7.143268182,6.547070455,11,4,4,3,0,"['food taste was good enough according to the rate and quality was very good actually', 'rooms are clean and simple , but the quality is just fine', 'the service of the hotel is very good', 'checkin experience is good and very fast']","['weather was superb', 'this hotel is a good fit for backpackers and budget travelers', 'good working aircons to keep your sleep comfortable in the humid weather of the city', 'room is neat and clean but very congested']","['hotel is close to cst station about mins walking , right in the middle of everything in the fort area', 'if im traveling solo again for a short visit , ill stay here again', 'not with my family though']",[],5.214475,1,0,0,1,0,[],[],"['hotel is close to cst station about mins walking , right in the middle of everything in the fort area']",[],6.5010875,4,1,2,1,0,['food taste was good enough according to the rate and quality was very good actually'],"['this hotel is a good fit for backpackers and budget travelers', 'rooms are clean and simple , but the quality is just fine']",['room is neat and clean but very congested'],[],5.5252,1,0,1,0,0,[],['food taste was good enough according to the rate and quality was very good actually'],[],[],5.658625,1,0,1,0,0,[],['the service of the hotel is very good'],[],[],7.31715,2,0,2,0,0,[],"['rooms are clean and simple , but the quality is just fine', 'room is neat and clean but very congested']",[],[],29,18
Hotel Airlines International,"Yoga Institute Road , Prabhat Colony, Prabhat Colony, 400055, India", Prabhat Colony,2.5,"Room Service, Free High Speed Internet ( WiFi ), Free Parking",3146,5367,7.204897619,6.347488235,34,5,22,7,0,"['overall a good experience', 'works perfectly if you are either in transit or on a short business trip', 'overall a good experience', 'overall , good experience', 'amazing new rooms , great staff and extremely friendly']","['i stayed for single night , but the experience was delightful', 'we had great fun here', 'they have free airport pick up and drop and have excellent team equipped with wireless sets who will not miss a pick up', 'general', 'stayed here for nights in may', 'but its okay if you are using it only for transit', 'can visit once', 'i had been there with my family', 'rooms are clean and neat', 'had a good time there', 'i would advice the', 'i stayed there for two night and one day , the stay was comfortable', 'i had been there with my family', 'rooms are clean and neat', 'had a good time there', 'i will give them on', 'i stayed there for two night and one day , the stay was comfortable', 'overall , good to stay', 'our kids enjoy', 'it is also located near to east santa cruz railway station that will give you a very good means of transportation for all local trains', 'it was nice', 'we had great fun here']","['not worth more than', 'i stayed there for a night and the stay was comfortable', 'if you are visiting mumbai and are on a tight budget , you might give it a try', 'no inhouse dinning facility available but they can fetch you your meal ordered from', 'so i was made to stay awake whole night due to the roar of the aircraft engines', 'i would like to have high speed internet connection', 'no restaurant but food is served nicely in rooms']",[],NA,0,0,0,0,0,[],[],[],[],6.74000625,4,1,3,0,0,"['amazing new rooms , great staff and extremely friendly']","['rooms are clean and neat', 'rooms are clean and neat', 'no restaurant but food is served nicely in rooms']",[],[],4.200175,1,0,0,1,0,[],[],['no restaurant but food is served nicely in rooms'],[],7.065325,1,0,1,0,0,[],"['amazing new rooms , great staff and extremely friendly']",[],[],7.495525,2,0,2,0,0,[],"['rooms are clean and neat', 'rooms are clean and neat']",[],[],96,8
Hotel Accord,"32 J Nehru Rd, Santacruz, 400 055, India", Santacruz,3,"Free Breakfast, Mid-range, Free Parking, Room Service, Restaurant, Free Parking, Free Breakfast",3455,5121,7.207929348,6.261905882,51,7,27,17,0,"['my experience is quite good here , which i felt by staying here for days', 'all facilities , in the hotel are very good', 'the room of this hotel is very nice', 'definitely you will find it best compared to other', 'i loved every bit of it', 'will recommend all my friends to have a nice and pleasant stay here', 'food service was good and tasty']","['ideal for travelers not familiar with the system', 'they picked up from', 'i stayed here with my family for nights', 'they are well mannered', 'lots of shop n stall to do local shopping', 'public transport easily excessed', 'other very recommended stay', 'the room is small but comfortable , the staff are courteous and helpful , checkin and checkout were easy', 'pick up and drop from the airport is comfortable and easy and hassle free', 'nice seperate resturant for vegeterians', 'wide range of selection', 'safe and cost effective for a night stay', 'very homely indeed', 'star booked on expedia', 'so far from the truth', 'this was a star maximum', 'great for a one or two night stay', 'helpful and willing to go out of their way', 'ample number of buses available', 'we enjoyed the morning walk in park', 'overall a memorable stay for me', 'i plan to visit again with friends this year', 'i loved manners of their waiters', 'i loved manners of their waiters', 'overall experience of staying there was good', 'simply superb', 'room was very clean']","['i stayed with my family of from st jan to nd jan', 'there', 'very punctual where airport transfers are concerned', 'didnt give star cos very slow n poor internet speed', 'do not expect a big bang', 'arrived late from an airport stop to what i thought was a', 'the management didnt seem', 'close proximity to st cruz station', 'about minutes walking', 'domestic airport is minutes drive', 'we stayed there for nights in july', 'the savouries here are not to be missed', 'i say go for it but the disadvantage is that , it is costly', 'rooms were clean , all furnishing provided was also very clean', 'staff members were cooperative and food and drinks quality was more than average', 'all amenities were provided', 'everything was so wellmanaged']",[],NA,0,0,0,0,0,[],[],[],[],5.64922,5,0,3,2,0,[],"['the room is small but comfortable , the staff are courteous and helpful , checkin and checkout were easy', 'all facilities , in the hotel are very good', 'rooms were clean , all furnishing provided was also very clean']","['the room of this hotel is very nice', 'room was very clean']",[],5.3284375,2,0,1,1,0,[],['food service was good and tasty'],['staff members were cooperative and food and drinks quality was more than average'],[],5.464033333,3,0,2,1,0,[],"['the room is small but comfortable , the staff are courteous and helpful , checkin and checkout were easy', 'food service was good and tasty']",['staff members were cooperative and food and drinks quality was more than average'],[],5.9524125,2,0,1,1,0,[],['room was very clean'],"['rooms were clean , all furnishing provided was also very clean']",[],126,31
Hotel Airlink,"75, Off. Nehru Road, 400099, India", Off. Nehru Road,2.5,"Room Service, Free Parking, Restaurant, Free Internet, Bar/Lounge, Free Breakfast",3455,4750,7.21745875,6.741906548,42,12,19,10,1,"['the rooms are fine and clean', 'the service provided by this hotel is good', 'the price was very very reasonable , the reviews were good , location exactly what we needed and it was a decision taken in minutes', 'the service of this hotel was very nice', 'the service of this hotel is very good', 'the location of this hotel is best', 'the service of this hotel is very nice', 'the location of this hotel is best', 'the service of this hotel is very good', 'the behaviour of employees is very nice', 'the food quality of this hotel is very nice', 'best experience it was to stay there']","['the bar is reasonable', 'but the airport drop round the clock is a big benefit', 'they just upgraded the mattresses so they are decent now', 'wifi incurs an extra charge', 'was there on a business trip in the month of march', 'the service was good , food was reasonable but the best feature is proximity to the airport', 'i really appreciate this effort', 'room size was good , clean and well', 'located in close proximity of the airport , it is an overall comfortable experience', 'we enjoyed very much there', 'small , cosy , with style', 'the location of this hotel was best', 'the location of this hotel was best', 'overall , experience was good', 'comfortable stay', 'the hotel provides excellent quality of services', 'the hotel was having well maintained good rooms , made my night stay very comfortable', 'the service was good , food was reasonable but the best feature was proximity to the airport', 'liked the experience']","['dont expect anything fancy or', 'rooms were basic but clean , no complaints', 'com without advance payment', 'i checked in late evening and stayed there for nights', 'i checked in very late around am and had to check out at am', 'they them self asked me if i need awake up call', 'this hotel was exactly what we needed for this occasion', 'all employee of this was also friendly', 'i checked in late evening and stayed there for nights', 'they offered to keep our luggage even after checkout till evening and also allowed two and half day stay while charging days rent']",['there was no worst experience'],5.99905,5,1,4,0,0,"['the price was very very reasonable , the reviews were good , location exactly what we needed and it was a decision taken in minutes']","['the location of this hotel was best', 'the location of this hotel was best', 'the location of this hotel is best', 'the location of this hotel is best']",[],[],5.800825,5,1,2,2,0,"['the hotel was having well maintained good rooms , made my night stay very comfortable']","['rooms were basic but clean , no complaints', 'the rooms are fine and clean']","['room size was good , clean and well', 'this hotel was exactly what we needed for this occasion']",[],5.71075,3,0,3,0,0,[],"['the service was good , food was reasonable but the best feature is proximity to the airport', 'the food quality of this hotel is very nice', 'the service was good , food was reasonable but the best feature was proximity to the airport']",[],[],6.50995,8,3,5,0,0,"['the service was good , food was reasonable but the best feature is proximity to the airport', 'the hotel provides excellent quality of services', 'the service was good , food was reasonable but the best feature was proximity to the airport']","['the service provided by this hotel is good', 'the service of this hotel was very nice', 'the service of this hotel is very good', 'the service of this hotel is very nice', 'the service of this hotel is very good']",[],[],6.692233333,3,2,0,1,0,"['room size was good , clean and well', 'the rooms are fine and clean']",[],"['rooms were basic but clean , no complaints']",[],89,5
The Residency,"At The Acres Club, Hemu Kalani Marg, Chembur, 400 071, India", Chembur,4,"Room Service, Restaurant, Pool, Free Internet, Free Parking, Bar/Lounge, Free Breakfast, Fitness Centre with Gym / Workout Room",5923,19187,7.241661364,6.554403571,28,7,13,8,0,"['it was very good experience for being in fern residency', 'it was very good experience for being in fern residency', 'the property is quite impressive and akin to a contemporary business hotel', 'location of the restaurant is also very good', 'quality of dishes is incredible', 'the appearance and the front office are good', 'housekeeping service provided is really good']","['courteous staff and they make you feel really nice when you are in their property', 'stay was nice', 'stay was nice', 'the restaurant on roof top has good view', 'the residency are amazing', 'recommended for all visitors to mumbai', 'housekeeping service provided is admirable', 'i liked most the evening gatherings arrangements', 'we felt that we are the guests coming to their home', 'i want to come here again and again', 'there is a good spa facility also and the room prices include buffet breakfast which is well laid out with western and indian dishes', 'i liked momos very much', 'rooms are also clean and up to the marks']","['if the gm is around , they all are', 'trainees at front desk were much more enthusiastic for guests then the', 'the only hitch', 'even though the checkin was at pm they allowed us due to availability', 'i stayed in last days in mumbai residency', 'we were stayed in mumbai residency , mumbai during holidays', 'the room prices include buffet breakfast which is well laid out with western and indian dishes', 'we planned for holidays in mumbai']",[],6.7002625,4,1,3,0,0,['courteous staff and they make you feel really nice when you are in their property'],"['the restaurant on roof top has good view', 'the property is quite impressive and akin to a contemporary business hotel', 'location of the restaurant is also very good']",[],[],6.009633333,3,0,2,1,0,[],"['there is a good spa facility also and the room prices include buffet breakfast which is well laid out with western and indian dishes', 'rooms are also clean and up to the marks']",['the room prices include buffet breakfast which is well laid out with western and indian dishes'],[],5.6371,3,0,2,1,0,[],"['the restaurant on roof top has good view', 'location of the restaurant is also very good']",['the room prices include buffet breakfast which is well laid out with western and indian dishes'],[],5.446225,3,0,2,1,0,[],"['housekeeping service provided is admirable', 'housekeeping service provided is really good']",['courteous staff and they make you feel really nice when you are in their property'],[],7.536575,1,0,1,0,0,[],['rooms are also clean and up to the marks'],[],[],108,7
